imgs/train/0.jpg,473,208,504,235,Pedestrian
imgs/train/1.jpg,473,208,504,235,Pedestrian
imgs/train/2.jpg,473,208,504,235,Pedestrian
imgs/train/3.jpg,476,208,506,235,Pedestrian
imgs/train/4.jpg,476,208,506,235,Pedestrian
imgs/train/5.jpg,476,210,506,238,Pedestrian
imgs/train/6.jpg,479,210,509,238,Pedestrian
imgs/train/7.jpg,479,210,509,238,Pedestrian
imgs/train/8.jpg,479,210,509,238,Pedestrian
imgs/train/9.jpg,481,210,512,238,Pedestrian
imgs/train/10.jpg,481,213,512,240,Pedestrian
imgs/train/11.jpg,481,213,512,240,Pedestrian
imgs/train/12.jpg,484,213,515,240,Pedestrian
imgs/train/13.jpg,484,213,515,240,Pedestrian
imgs/train/14.jpg,484,215,515,242,Pedestrian
imgs/train/15.jpg,487,215,517,242,Pedestrian
imgs/train/16.jpg,487,215,517,242,Pedestrian
imgs/train/17.jpg,487,215,517,242,Pedestrian
imgs/train/18.jpg,490,215,520,242,Pedestrian
imgs/train/19.jpg,490,217,520,244,Pedestrian
imgs/train/20.jpg,492,217,523,244,Pedestrian
imgs/train/21.jpg,492,217,523,244,Pedestrian
imgs/train/22.jpg,492,217,523,244,Pedestrian
imgs/train/23.jpg,495,219,526,247,Pedestrian
imgs/train/24.jpg,495,219,526,247,Pedestrian
imgs/train/25.jpg,495,219,526,247,Pedestrian
imgs/train/26.jpg,498,219,528,247,Pedestrian
imgs/train/27.jpg,498,219,528,247,Pedestrian
imgs/train/28.jpg,498,222,528,249,Pedestrian
imgs/train/29.jpg,501,222,531,249,Pedestrian
imgs/train/30.jpg,501,222,531,249,Pedestrian
imgs/train/31.jpg,501,222,531,249,Pedestrian
imgs/train/32.jpg,504,224,534,251,Pedestrian
imgs/train/33.jpg,504,224,534,251,Pedestrian
imgs/train/34.jpg,504,224,534,251,Pedestrian
imgs/train/35.jpg,506,224,537,251,Pedestrian
imgs/train/36.jpg,506,224,537,251,Pedestrian
imgs/train/37.jpg,506,226,537,253,Pedestrian
imgs/train/38.jpg,509,226,539,253,Pedestrian
